"time_stamp","size","size_on_disk"
1534431377.011719,912,2120271684
1534431377.0117223,912,2120271684
1534431377.011726,912,2120271684
1534431377.0117292,912,2120271684
1534431377.0117326,912,2120271684
1534431377.0117362,912,2120271684
1534431377.01174,912,2120271684
1534431377.0117433,912,2120271684
1534431377.0117466,912,2120271684
1534431377.01175,912,2120271684
1534431377.0117536,912,2120271684
1534431377.011757,912,2120271684
1534431377.0117602,912,2120271684
1534431377.0117638,912,2120271684
1534431377.011768,912,2120271684
1534431377.0117714,912,2120271684
1534431377.011775,912,2120271684
1534431377.0117784,912,2120271684
1534431377.011782,912,2120271684
1534431377.0117853,912,2120271684
1534431377.0117886,912,2120271684
1534431377.0117922,912,2120271684
1534431377.011796,912,2120271684
1534431377.0117993,912,2120271684
1534431377.0118027,912,2120271684
1534431377.011806,912,2120271684
1534431377.0118096,912,2120271684
1534431377.011813,912,2120271684
1534431377.0118163,912,2120271684
1534431377.0118198,912,2120271684
1534431377.0118232,912,2120271684
1534431377.0118265,912,2120271684
1534431377.0118299,912,2120271684
1534431383.0797951,912,2120294886
1534431383.0798018,912,2120294886
1534431383.0798059,912,2120294886
1534431383.0798094,912,2120294886
1534431383.079813,912,2120294886
1534431383.0798168,912,2120294886
1534431383.0798204,912,2120294886
1534431383.0798237,912,2120294886
1534431383.0798273,912,2120294886
1534431383.079831,912,2120294886
1534431383.0798347,912,2120294886
1534431383.0798383,912,2120294886
1534431383.0798419,912,2120294886
1534431383.0798454,912,2120294886
1534431383.0798488,912,2120294886
1534431383.0798523,912,2120294886
1534431383.0798557,912,2120294886
1534431383.0798593,912,2120294886
1534431383.0798628,912,2120294886
1534431383.0798664,912,2120294886
1534431383.0798697,912,2120294886
1534431383.0798736,912,2120294886
1534431383.0798771,912,2120294886
1534431383.0798805,912,2120294886
1534431383.079884,912,2120294886
1534431383.0798876,912,2120294886
1534431383.0798912,912,2120294886
1534431383.0798945,912,2120294886
1534431383.079898,912,2120294886
1534431383.0799015,912,2120294886
1534431383.0799048,912,2120294886
1534431383.0799084,912,2120294886
1534431383.0799117,912,2120294886
1534431383.0799153,912,2120294886
1534431383.0799186,912,2120294886
1534431383.0799222,912,2120294886
1534431383.079926,912,2120294886
1534431383.0799294,912,2120294886
1534431383.079933,912,2120294886
1534431383.0799365,912,2120294886
1534431383.0799398,912,2120294886
1534431383.0799432,912,2120294886
1534431383.0799468,912,2120294886
1534431383.07995,912,2120294886
1534431383.0799537,912,2120294886
1534431383.0799572,912,2120294886
1534431383.0799606,912,2120294886
1534431383.0799642,912,2120294886
1534431383.0799675,912,2120294886
1534431383.0799708,912,2120294886
1534431383.0799742,912,2120294886
1534431383.0799778,912,2120294886
1534431383.079981,912,2120294886
1534431383.0799844,912,2120294886
1534431383.0799878,912,2120294886
1534431383.0799913,912,2120294886
1534431383.0799947,912,2120294886
1534431383.0799983,912,2120294886
1534431383.0800018,912,2120294886
1534431383.0800056,912,2120294886
1534431383.0800095,912,2120294886
1534431383.080013,912,2120294886
1534431383.0800164,912,2120294886
1534431383.08002,912,2120294886
1534431383.0800233,912,2120294886
1534431383.0800269,912,2120294886
1534431383.0800302,912,2120294886
1534431383.0800335,912,2120294886
1534431383.080037,912,2120294886
1534431383.0800405,912,2120294886
1534431383.080044,912,2120294886
1534431383.0800474,912,2120294886
1534431383.080051,912,2120294886
1534431383.0800548,912,2120294886
1534431383.080058,912,2120294886
1534431383.0800617,912,2120294886
1534431383.080065,912,2120294886
1534431383.0800683,912,2120294886
1534431383.080072,912,2120294886
1534431383.0800755,912,2120294886
1534431383.0800788,912,2120294886
1534431383.0800824,912,2120294886
1534431383.0800858,912,2120294886
1534431383.0800893,912,2120294886
1534431383.0800927,912,2120294886
1534431383.0800962,912,2120294886
1534431383.0800998,912,2120294886
1534431383.0801032,912,2120294886
1534431383.0801067,912,2120294886
1534431383.0801105,912,2120294886
1534431383.0801141,912,2120294886
1534431383.080118,912,2120294886
1534431383.0801213,912,2120294886
1534431383.0801249,912,2120294886
1534431383.0801282,912,2120294886
1534431383.0801318,912,2120294886
1534431383.0801353,912,2120294886
1534431383.0801387,912,2120294886
1534431383.080142,912,2120294886
1534431383.0801456,912,2120294886
1534431392.764687,912,2120318102
1534431392.764694,912,2120318102
1534431392.764698,912,2120318102
1534431392.7647016,912,2120318102
1534431392.7647052,912,2120318102
1534431392.7647092,912,2120318102
1534431392.7647123,912,2120318102
1534431392.7647161,912,2120318102
1534431392.7647328,912,2120318102
1534431392.7647362,912,2120318102
1534431392.7647398,912,2120318102
1534431392.764743,912,2120318102
1534431392.7647467,912,2120318102
1534431392.76475,912,2120318102
1534431392.7647536,912,2120318102
1534431392.764757,912,2120318102
1534431392.7647605,912,2120318102
1534431392.764764,912,2120318102
1534431392.7647676,912,2120318102
1534431392.7647712,912,2120318102
1534431392.7647748,912,2120318102
1534431392.7647781,912,2120318102
1534431392.7647815,912,2120318102
1534431392.764785,912,2120318102
1534431392.7647884,912,2120318102
1534431392.7647917,912,2120318102
1534431392.7647953,912,2120318102
1534431392.7647986,912,2120318102
1534431392.764802,912,2120318102
1534431392.7648053,912,2120318102
1534431392.7648087,912,2120318102
1534431392.764812,912,2120318102
1534431392.7648153,912,2120318102
1534431392.7648187,912,2120318102
1534431392.764822,912,2120318102
1534431392.7648253,912,2120318102
1534431392.7648287,912,2120318102
1534431392.764832,912,2120318102
1534431392.7648356,912,2120318102
1534431392.764839,912,2120318102
1534431392.7648425,912,2120318102
1534431392.7648458,912,2120318102
1534431392.764849,912,2120318102
1534431392.7648523,912,2120318102
1534431392.7648559,912,2120318102
1534431392.7648592,912,2120318102
1534431392.7648628,912,2120318102
1534431392.7648664,912,2120318102
1534431392.76487,912,2120318102
1534431392.7648733,912,2120318102
1534431392.7648766,912,2120318102
1534431392.76488,912,2120318102
1534431392.7648833,912,2120318102
1534431392.7648866,912,2120318102
1534431392.7648902,912,2120318102
1534431392.7648933,912,2120318102
1534431392.7648964,912,2120318102
1534431392.7649002,912,2120318102
1534431392.7649033,912,2120318102
1534431392.7649066,912,2120318102
1534431392.7649102,912,2120318102
1534431392.7649136,912,2120318102
1534431392.7649171,912,2120318102
1534431392.7649212,912,2120318102
1534431392.7649245,912,2120318102
1534431392.7649276,912,2120318102
1534431392.764931,912,2120318102
1534431392.7649343,912,2120318102
1534431392.7649376,912,2120318102
1534431392.764941,912,2120318102
